Transaction_Amount,Transaction_Time,Merchant_ID,Card_Balance,Transaction_Type,Transaction_Method,Fraud
124.83570765056163,11.62530089206963,86.58340166714113,58.9865244961652,1,0,0
93.08678494144077,3.261624469157587,174.05430767421387,31.51762962877935,4,1,0
132.38442690503462,2.2354854397230266,485.0807804014492,51.67416285866991,4,2,0
176.15149282040127,2.97061892130309,390.61313514391645,36.06855499323733,1,2,0
88.2923312638332,26.230674711989057,142.01282543622864,29.165892214054182,1,0,0
88.29315215254097,1.5913345678670667,282.406943052599,56.164299960620475,1,1,0
178.96064077536957,12.326100021190252,202.7587353018899,67.37224333489317,4,0,0
1811.6597354442824,41.975273374460194,245.4926229872378,44.24946763657904,1,0,0
76.5262807032524,10.458999505010336,178.22792950396354,46.81980661498187,2,1,0
127.12800217929824,43.22987661505054,140.38617824663996,32.927740323754406,0,0,0
76.82911535937689,41.049748064765524,337.7067576543179,50.108257191318465,1,2,0
76.71351232148716,8.464010105614749,389.49236572797264,61.40114168582621,1,1,0
112.0981135783017,39.14941533789663,437.1046042509251,61.872916050916594,1,1,0
4.335987767110112,41.32320683967587,78.50965369177584,58.177642634463986,1,1,0
13.754108374348363,15.197734338576248,411.6049062989751,40.72353249208197,0,0,0
909.4927646077006,7.087641993637349,128.1456114140547,40.24806434859273,4,0,0
49.35844398327881,22.098606009074317,214.24085856511527,61.931067098613994,3,0,0
115.7123666297637,76.3005867899223,450.8203992387741,62.17998398325097,2,1,0
54.59879622393945,30.61761545153093,227.7972968903184,47.4200752185216,4,0,0
29.384814933235432,5.6957061980256185,99.33470348811379,43.607421386514716,1,1,0
173.28243844607772,34.44260999991245,80.77445896332178,67.5087064016855,4,1,0
88.71118497567322,16.71671845226208,237.01889955941476,44.600770027801296,2,2,0
103.37641023439619,26.860015875869536,381.5735395643005,61.18898336785672,4,0,0
28.762590689327155,39.73499197052692,498.60536684317634,47.947352377128524,4,1,0
72.78086377374086,21.704935210731087,393.91690558702004,34.287008284445,1,1,0
105.54612948549331,50.45767352316969,438.62896751248394,74.18468210035553,0,0,0
42.45032112888486,38.42081879330388,374.16834810650914,51.80095843597214,3,1,0
118.7849009172836,28.64107369185383,447.8221152772969,39.33884030167875,4,1,0
69.96806550405975,4.903562677937998,39.07047811364271,29.13791498337194,0,0,0
85.41531251033616,54.22735799913331,465.03586789184106,30.649988026447495,3,0,0
69.91466938853016,82.42194159979353,198.8066707091024,44.406328938580984,2,1,0
192.6139092254469,4.41900527939454,460.88549741694186,78.87693325300388,2,1,1
99.3251387631033,20.097051624056142,38.790685892278304,41.23007181988636,5,0,0
810.0950070353318,8.988135575040243,357.90623560344676,71.71182248519307,5,1,0
141.12724560515946,42.136598245545606,368.10868558643205,48.03854497095374,5,1,0
38.957817501448886,38.36408422063522,498.4585337595886,32.282744133474765,1,0,0
110.44317975023777,4.555578891012772,384.6587800742171,42.90183217324406,0,1,0
2.0164938060112263,62.87377997300942,,30.785181143938352,4,0,0
33.59069755507848,5.989149202624441,279.06702725765416,37.16047322054219,2,1,0
109.84306179345617,47.87478309363153,183.90891814512852,36.71377907186124,5,1,0
136.92332899977052,18.318293687644587,98.8133040071242,21.442941987781005,1,1,0
108.56841405949852,11.937066579642945,,72.6919410322209,4,1,0
94.21758588058798,5.167783951995582,111.78325660288614,53.165255453334225,4,1,0
84.94481522053556,5.503779335010562,274.85884975144324,39.70582391572847,2,1,0
26.073900481628627,32.53156899755482,453.17415663141475,53.326366196500835,4,0,0
64.00778958026457,23.98393714611726,456.4505864181104,37.46779409536907,0,0,0
76.96806145201063,3.9061794376391528,28.327124985386927,9.93407051945367,3,0,0
152.85611131094578,3.587091714799161,40.86980107499487,94.35037449839825,5,1,0
117.18091447842306,2.25174819906523,123.3144095289994,52.84399815015589,1,1,0
11.847992231863302,40.850083436656746,128.27466678226799,41.16480441027853,4,1,0
116.20419846973975,37.331563690532185,48.349698444386306,20.9912778248385,1,0,0
80.74588597918418,1.806229096495874,194.8432072455468,27.587753072861602,1,1,0
66.15389998470206,24.647836461063847,294.27497095295234,74.81737894332358,4,1,0
130.5838144420434,2.654320428842659,,72.529078231977,3,1,0
151.54997612479755,70.22287095163114,272.17141094803776,61.298225539984216,0,0,0
146.56400595580993,71.29257466120781,169.9972905188611,33.27384442385279,1,0,0
58.03912383886807,35.94300146417559,353.52138697297374,72.64960981965515,0,0,0
84.53938120743928,78.18739327936127,413.4154865495546,56.74673926916529,1,1,0
116.5631715701782,50.05224382826845,173.7908589722268,59.823866725273014,4,1,0
148.77725635611796,52.901909105894816,,56.692564166648694,4,0,0
76.04128810773551,25.298726511442062,148.8687952948364,27.395192230608444,4,1,0
90.71705116680914,10.961058664106838,69.54695863287648,32.02758573879669,4,1,0
963.6213393410969,7.369310561580409,,42.346727503874575,4,2,0
40.18966879596646,11.889216092412852,78.81164050672305,59.6545956129967,0,0,0
140.6262911197099,29.70582340977704,,29.293518766352808,1,0,0
167.81200142854115,5.686060703830407,,47.36980377583714,2,0,0
96.3994939209833,8.978077826918712,369.62682162573907,47.35085734755424,3,0,0
150.17664489460122,18.93678599807922,14.756552177086972,61.89109533991366,2,1,0
118.08180125238171,7.9600139175276015,277.81840561213085,60.12007303411494,1,0,0
67.74401226974379,26.648863693197992,85.57464918510829,34.84661106421801,0,0,0
118.0697802754207,76.98715674167728,1.4949403703439073,71.70029254230953,5,0,0
176.90182832329845,41.36042640514116,434.73084394433874,32.551402568745644,5,2,0
98.20869804450243,32.93677170911607,,66.38359162851125,1,1,0
178.2321827907003,26.220040705336114,50.37246820321118,41.74782652477403,4,0,0
-30.987255204487212,20.07986758156409,332.3721114742439,52.458889301500584,2,1,0
141.09512521876118,6.194635657876107,306.2120190360617,53.38981190156458,3,2,0
104.35235341190857,67.53123469725169,237.20498683455847,52.96561161063193,3,0,0
85.04963247670662,8.571959334201608,210.2097911143814,60.117487976518554,2,0,0
104.58803882677512,2.87250125596307,443.6478116949517,55.87189246900299,5,1,0
0.6215542699553538,41.59065239634054,123.32886192882819,61.754736948058074,2,1,0
89.0164056081244,5.793548200195024,199.75671844967826,56.96929940517703,2,0,0
117.85562857558732,13.951485611967499,,31.033171116112342,5,1,0
173.89470223707582,0.8607796078894258,385.82931348928014,54.046986118369816,0,1,0
74.08648908631763,4.422579579548394,458.31618781003715,41.54195146242,3,0,0
913.3982811104788,5.7059052757249775,425.041067671375,33.36106283139075,1,1,0
74.91214782077317,1.6783902835009277,399.0542612195845,45.6524016098405,2,0,0
145.7701058851037,32.07075615436353,493.4081828394714,52.74853398552636,0,1,0
116.43755548298422,54.42158718996336,348.8751306547822,53.74512541981677,1,1,0
73.51198981164806,14.019357161176805,375.77584181555335,65.84037117710402,1,0,0
125.6633716556678,62.28177247188317,491.41846731280447,69.60963678457367,3,0,0
104.85387746740201,7.199025055206278,4.488401914187866,55.04421246136034,4,1,0
148.43224952664445,11.808634821791387,317.39013984174613,57.75659565514114,1,0,0
64.89734530613238,4.901590686854687,,51.42963549763483,2,2,0
83.61689267011158,29.071700309153112,458.9956998248403,61.50838195474377,1,2,0
80.39459234339212,16.335070721642623,442.03830778798704,57.304822082555965,4,2,0
26.82425259339408,28.501890494888976,421.13837993566335,49.182678592132945,4,1,0
114.8060138532288,43.02358780923638,472.94984469891017,82.2797385050645,3,0,0
113.05276360899447,23.670124352888593,269.15221476894004,41.80724954837272,0,1,0
100.25567283212304,29.63604745358991,4.4531276968285525,71.81685435062506,3,1,0
88.27064333124265,82.11679301775634,6.516144949807754,29.685606105095943,4,1,0
29.23146289747929,10.660174079064038,272.7748887533112,62.20424804677182,0,2,0
78.96773386173204,13.349448278141196,218.2008471931067,71.54852527590256,3,1,0
82.86427417366153,37.94390556240909,226.17128162935882,21.391713934881203,2,2,0
59.886136538919054,28.348849044977385,200.80196386780847,52.08425859582641,1,2,0
91.93571441669954,5.899901895736585,458.9451787365266,60.731210618660654,2,1,0
120.20254284072692,14.155230366517792,,53.779454061920994,2,1,0
194.3092950605265,18.9242204813836,428.2572439397785,55.67233903410445,1,0,0
108.72889064159195,16.310271747203934,451.5295321020288,52.04334743564995,1,1,0
112.87751953613822,5.890477695471647,250.25138322947845,33.58628260457612,4,0,0
96.27770421169164,77.48091343529273,224.02208064517907,85.52068388233164,1,1,0
4.061439235047928,43.10474513609595,380.749281503508,42.446932050263015,5,1,0
98.67430622753916,19.696117258582174,354.2777823123013,56.512418581683576,1,0,0
103.01151049705132,34.1887504450606,164.93902318150677,40.297404843718596,4,0,0
223.1621056242643,68.27323359477725,52.171514836398636,15.862052149689525,0,0,0
90.38195176094388,4.391522524559275,133.1613476910577,36.13230689376547,3,0,0
115.07736711668062,8.64538791417907,66.38322440033718,28.28589961587293,2,2,0
98.26441151473783,23.472551272746056,148.07140561256898,66.37351308836735,5,0,0
41.5660981190234,48.13505913066831,131.64896122481872,40.89697975933318,5,1,0
